재생목록,순서,영상ID,제목,채널,원본URL,상태,자막확보,자막언어,자동생성,분류,한줄요약,상세정리
성장을 위한,131,4SszTTMGbyk,20대에게 주는 조언 (팔란티어 CEO 알렉스 카프),인간지능 | Human Intelligence,https://www.youtube.com/watch?v=4SszTTMGbyk,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 학습·기록, 기타",20대에 성공하려면 화려한 사교 생활보다는 자신의 적성과 능력 개발에 집중해야 합니다.,01-growth.md#4SszTTMGbyk
성장을 위한,132,NS7mpvJwEv8,인생에서 가장 중요한 능력은..,미엠지 Me:MZ,https://www.youtube.com/watch?v=NS7mpvJwEv8,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"소통·관계, 학습·기록, 기타",젊을 때 배워야 할 가장 중요한 기술은 자신에게만 매몰되지 않고 타인을 관찰하는 능력입니다.,01-growth.md#NS7mpvJwEv8
성장을 위한,133,1zBpozANCR0,누구든 1000% 바꿀 뇌 개조법 (공유 금지) | 존 아사라프,민팍의 마음너머,https://www.youtube.com/watch?v=1zBpozANCR0,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 기타",존 아사라프는 목표 달성을 위해 단순한 관심이 아닌 헌신이 필요함을 강조하며 뇌의 신경 패턴을 재설계하는 방법을 제시합니다.,01-growth.md#1zBpozANCR0
성장을 위한,134,ccyjOcYcmqQ,왜 빨리 배우는 것이 당신을 더 성공적으로 만드는가 (나를 따라해 보세요),Dan Martell,https://www.youtube.com/watch?v=ccyjOcYcmqQ,자막 기반 요약,예,"button ""한국어로 번역""",수동,"학습·기록, 실행·습관, 사업·브랜딩","성공을 앞당기기 위해서는 단순히 지식을 습득하는 것이 아니라, 명확한 목표 설정과 기술 트리 매핑을 통해 학습 속도를 10배 높여야 합니다.",01-growth.md#ccyjOcYcmqQ
성장을 위한,135,_1XhDHwRg0I,이 13권의 책 덕분에 저는 수백만장자 CEO가 되었습니다.,Dan Martell,https://www.youtube.com/watch?v=_1XhDHwRg0I,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 실행·습관, 학습·기록",댄 마텔은 1억 달러 규모의 비즈니스 제국을 건설하는 데 결정적인 도움을 준 13권의 필독서를 소개합니다.,01-growth.md#_1XhDHwRg0I
성장을 위한,136,jffXuIy-iVs,성공하기 위해 꼭 갖춰야 할 6가지 기술,Dan Martell,https://www.youtube.com/watch?v=jffXuIy-iVs,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 소통·관계, 사업·브랜딩","성공의 핵심인 존중을 얻기 위해 즉각적인 소통과 외모 관리, 확신 있는 태도가 중요함을 강조합니다.",01-growth.md#jffXuIy-iVs
성장을 위한,137,G5Nqcu9tyqQ,빚300억에서 자산7조를 만든 ‘한마디’ 💵,1%의성장,https://www.youtube.com/watch?v=G5Nqcu9tyqQ,자막 기반 요약,예,확인 안 됨,수동,"사업·브랜딩, 소통·관계",막대한 부채를 극복하고 수조 원 가치의 기업을 일궈낸 자산가는 성공의 핵심으로 관계와 경청을 꼽았습니다.,01-growth.md#G5Nqcu9tyqQ
성장을 위한,138,8lakAE_AZM0,꿈의 사업을 만드는 방법 (feat. Gary Vee & Patrick Bet-David),Dan Martell,https://www.youtube.com/watch?v=8lakAE_AZM0,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 실행·습관, 소통·관계",꿈의 사업을 구축하려면 타인이 과하다고 느낄 정도의 집착과 장기적인 목표에 맞춘 삶의 설계가 필요합니다.,01-growth.md#8lakAE_AZM0
성장을 위한,139,teugguggmuc,Scale AI 창업자 알렉산더 왕,BZCF | 비즈까페,https://www.youtube.com/watch?v=teugguggmuc,자막 기반 요약,예,확인 안 됨,수동,"사업·브랜딩, 실행·습관",알렉산더 왕은 성공의 핵심 요소로 업무에 대한 깊은 애정과 영혼을 담은 몰입도를 꼽습니다.,01-growth.md#teugguggmuc
성장을 위한,140,fXyRprdoEoE,목표를 실제로 달성하기 위한 시스템을 구축하는 방법,Justin Sung,https://www.youtube.com/watch?v=fXyRprdoEoE,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 자기계발",의지력이나 동기부여에 의존하기보다 목표 달성을 위한 자동화된 프로세스를 구축하는 '시스템 사고'의 중요성을 강조합니다.,01-growth.md#fXyRprdoEoE
성장을 위한,141,MD46WoafgSw,사자처럼 일하라,성공한스푼,https://www.youtube.com/watch?v=MD46WoafgSw,자막 기반 요약,예,"button ""한국어로 번역""",수동,"실행·습관, 회복·감정, 기타",화자는 사자나 운동선수처럼 평소에는 충분히 휴식하다가 중요한 일에 몰입하는 삶의 방식을 강조합니다.,01-growth.md#MD46WoafgSw
성장을 위한,142,U4PsIm9dDvs,넌 똑똑한 아이였어. 그런데 왜 지금은 이렇게 길을 잃은 기분이 드는 거야?,Let's Talk Psychology Podcast,https://www.youtube.com/watch?v=U4PsIm9dDvs,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"회복·감정, 소통·관계, 학습·기록",어린 시절 '똑똑함'을 정체성으로 삼았던 아이들이 성인이 되어 겪는 고립감과 심리적 어려움의 원인을 분석합니다.,01-growth.md#U4PsIm9dDvs
성장을 위한,143,dCHGoXBlReM,성공하려면 바꿔라 🤫,1%의성장,https://www.youtube.com/watch?v=dCHGoXBlReM,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 소통·관계, 실행·습관","필립 화이트는 성공을 위해 자신이 가장 똑똑할 필요는 없으며, 주변의 현명한 사람들을 활용하고 경청하는 태도가 중요하다고 강조합니다.",01-growth.md#dCHGoXBlReM
성장을 위한,144,2mFfSRq3ao8,내가 노력을 안 했던 이유,주언규 joo earn gyu,https://www.youtube.com/watch?v=2mFfSRq3ao8,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 기타",노력은 억지로 쥐어짜는 것이 아니라 확신의 크기에 비례하여 자연스럽게 발생하는 결과입니다.,01-growth.md#2mFfSRq3ao8
성장을 위한,145,XtQEoXJW9bw,날 우울하게 만드는 것들,주언규 joo earn gyu,https://www.youtube.com/watch?v=XtQEoXJW9bw,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"회복·감정, 학습·기록, 기타",화자는 만성 우울증을 극복한 경험을 바탕으로 우울함을 유발하는 다섯 가지 상황을 분석합니다.,01-growth.md#XtQEoXJW9bw
성장을 위한,146,kWY9mNMz4iI,워런 버핏이 말하는 '진정한 성공',내일은 투자왕 - 김단테,https://www.youtube.com/watch?v=kWY9mNMz4iI,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 소통·관계, 학습·기록","워런 버핏은 진정한 성공을 사랑받는 것으로 정의하며, 자신에 대한 투자와 올바른 관계 맺기의 중요성을 강조합니다.",01-growth.md#kWY9mNMz4iI
성장을 위한,147,X_fZwFso2JE,박진영이 말하는 재능있는사람 이기는 방법,꿀딸기,https://www.youtube.com/watch?v=X_fZwFso2JE,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 기타",박진영은 매일 반복되는 지루함을 이겨내는 성실함이 성공의 핵심이라고 강조합니다.,01-growth.md#X_fZwFso2JE
성장을 위한,148,gdpjWRd3-T8,헬창들이 주 1회는 꼭 해야 되는 동작,짐토크 GYM TALK,https://www.youtube.com/watch?v=gdpjWRd3-T8,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"건강, 기타",근육 고립 운동에만 치중하면 신체 기능성이 저하될 수 있으므로 주 1회 복합 기능성 운동이 필요합니다.,01-growth.md#gdpjWRd3-T8
성장을 위한,149,xMHi0yBNr6k,해결해야 할 문제에 집중하기,코워크시티,https://www.youtube.com/watch?v=xMHi0yBNr6k,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"사업·브랜딩, 소통·관계, 실행·습관",마크 큐반은 사업에서 좋은 소식보다 나쁜 소식을 먼저 듣는 것을 선호한다고 강조합니다.,01-growth.md#xMHi0yBNr6k
성장을 위한,150,cxIwfWqSFMM,실행하는 사람의 중요성 | 스티브 잡스,코워크시티,https://www.youtube.com/watch?v=cxIwfWqSFMM,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 기타",스티브 잡스는 진정으로 세상을 바꾸는 사람은 사고와 실행을 동시에 하는 사람이라고 강조합니다.,01-growth.md#cxIwfWqSFMM
성장을 위한,151,'-J67gSxjY2M,고통 스러운 일들 (손주은),BZCF | 비즈까페,https://www.youtube.com/watch?v=-J67gSxjY2M,자막 기반 요약,예,확인 안 됨,수동,"실행·습관, 신앙·가치",손주은 회장은 쉽고 재미있는 일보다 고통스럽고 힘든 일이 인생에서 더 가치 있다고 강조합니다.,01-growth.md#-J67gSxjY2M
성장을 위한,152,lifH81bxQSs,“여행 말고 유학을 가세요” 이건희 회장에게 배운 이 시대에 필요한 새로운 학습법 (feat. 상하이),소울정,https://www.youtube.com/watch?v=lifH81bxQSs,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 이건희, 유학법","낯선 도시를 방문해 새로운 전공을 찾는 '윤소정식 유학법'을 소개하며, 이건희 회장의 학습 철학을 바탕으로 한 실천 방안을 제시합니다.",01-growth.md#lifH81bxQSs
성장을 위한,153,wNn-pdrW2AY,기독교 생산성이란 무엇인가?,Redeeming Productivity,https://www.youtube.com/watch?v=wNn-pdrW2AY,자막 기반 요약,예,"button ""한국어로 번역""",수동,"신앙·가치, 실행·습관",기독교적 생산성은 자기만족이 아닌 하나님의 영광을 위해 그분의 능력으로 선한 열매를 맺는 청지기적 삶을 의미합니다.,01-growth.md#wNn-pdrW2AY
성장을 위한,154,TtS8DE8NA4A,모두가 알지만 불편한 진실.,Intelligence,https://www.youtube.com/watch?v=TtS8DE8NA4A,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"소통·관계, 사업·브랜딩, 기타",직장에서 가장 높은 보상을 받는 사람은 단순히 똑똑한 사람이 아니라 동료들에게 호감을 얻는 인기 있는 사람입니다.,01-growth.md#TtS8DE8NA4A
성장을 위한,155,5iAhGG1-0_o,일주일만 이렇게 사세요! 인생이 달라집니다 (디쉐어 현승원 의장),주언규 joo earn gyu,https://www.youtube.com/watch?v=5iAhGG1-0_o,자막 기반 요약,예,확인 안 됨,수동,"실행·습관, 사업·브랜딩, 신앙·가치",현승원 의장은 성공 후의 허무함을 극복하기 위해 신학을 공부하며 얻은 깨달음과 몰입의 중요성을 강조합니다.,01-growth.md#5iAhGG1-0_o
성장을 위한,156,MwA1kdhgpfM,일론 머스크가 길을 잃은 사람들에게…,미엠지 Me:MZ,https://www.youtube.com/watch?v=MwA1kdhgpfM,자막 기반 요약,예,확인 안 됨,수동,"신앙·가치, 기타",일론 머스크는 삶이 단순히 당면한 문제를 해결하는 것을 넘어 인류에게 영감을 주는 가치를 추구해야 한다고 말합니다.,01-growth.md#MwA1kdhgpfM
성장을 위한,157,RpU-T6LdKac,인생은 기준 싸움이다,주언규 joo earn gyu,https://www.youtube.com/watch?v=RpU-T6LdKac,자막 기반 요약,예,확인 안 됨,수동,"실행·습관, 소통·관계",어떤 일이든 끝까지 완수하는 경험을 통해 세상을 바라보는 자신만의 기준과 렌즈를 형성해야 합니다.,01-growth.md#RpU-T6LdKac
성장을 위한,158,YbLuN90buZs,인생이 공평하길 기대하지 마라.,Intelligence,https://www.youtube.com/watch?v=YbLuN90buZs,자막 기반 요약,예,"button ""한국어로 번역""",수동,"소통·관계, 신앙·가치",80세 노인의 지혜를 통해 인생의 행복과 성공을 결정하는 핵심적인 태도들을 소개합니다.,01-growth.md#YbLuN90buZs
성장을 위한,159,pW2UVmksoxU,사람의 말보다 반응이 더 정확한 이유🤫,미엠지 Me:MZ,https://www.youtube.com/watch?v=pW2UVmksoxU,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"소통·관계, 심리, 연애, 태도",로스 제프리스는 여성이 말로 표현하는 이상형과 실제로 반응하는 남성상이 다르다고 주장합니다.,01-growth.md#pW2UVmksoxU
성장을 위한,160,MqXwnT9hNy4,가치있는 걸 얻고 싶다면 어려움과 친해져라,성공한스푼,https://www.youtube.com/watch?v=MqXwnT9hNy4,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 회복·감정",가치 있는 모든 일은 본질적으로 어렵다는 사실을 인정해야 합니다.,01-growth.md#MqXwnT9hNy4
성장을 위한,161,6EOvYoa8SnA,상위 1%만 아는 종이 한 장의 기적.,Intelligence,https://www.youtube.com/watch?v=6EOvYoa8SnA,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 자기계발","브라이언 트레이시는 12개월 내 이룰 10가지 목표를 현재형으로 적고, 그중 가장 영향력 있는 하나를 골라 집중하라고 조언합니다.",01-growth.md#6EOvYoa8SnA
성장을 위한,162,c0Ez9Uvt7gg,트럼프 까는 노잼 코미디언 디스,Mic On Korea,https://www.youtube.com/watch?v=c0Ez9Uvt7gg,자막 기반 요약,예,확인 안 됨,수동,"소통·관계, 기타",트럼프의 예측 불가능한 행보는 코미디의 기준선을 무너뜨려 오히려 풍자를 어렵게 만듭니다.,01-growth.md#c0Ez9Uvt7gg
성장을 위한,163,T-UKgR8nZjU,고석현의 마인드셋부터 잡아주는 전챔피언 타이론 우들리ㄷㄷ👑😲 #ufc #mma, 빌랜드,https://www.youtube.com/watch?v=T-UKgR8nZjU,자막 기반 요약,예,확인 안 됨,수동,"실행·습관, 소통·관계",전 UFC 챔피언 타이론 우들리가 선수들에게 승리를 향한 태도와 훈련의 강도를 높일 것을 강조합니다.,01-growth.md#T-UKgR8nZjU
성장을 위한,164,Ez_CK2k18_A,우들리가 고석현에게 진심이었던 이유🙏 #ufc #mma, 빌랜드,https://www.youtube.com/watch?v=Ez_CK2k18_A,자막 기반 요약,예,확인 안 됨,수동,"신앙·가치, 기타",전 UFC 챔피언 타이론 우들리가 고석현 선수에게 전수한 훈련 철학과 그를 돕게 된 특별한 동기를 소개합니다.,01-growth.md#Ez_CK2k18_A
성장을 위한,165,2Em0AhYDFcM,맷 데이먼이 더 이상 남의 시선을 신경 쓰지 않는 이유..ㄷㄷ #오디세이 #영어회화,잉글리시엉클,https://www.youtube.com/watch?v=2Em0AhYDFcM,자막 기반 요약,예,확인 안 됨,수동,"소통·관계, 회복·감정",맷 데이먼은 배역이 겹친다는 이유로 영화 '마션' 출연을 거절하려 했으나 리들리 스콧 감독의 조언으로 마음을 바꿨습니다.,01-growth.md#2Em0AhYDFcM
"학습, 배움",1,sQYQgiHVyAM,뭐든 제대로 이해하는 방법,돈공-돈버는공식,https://www.youtube.com/watch?v=sQYQgiHVyAM,자막 기반 요약·품질 주의,예,ko,자동,"학습·기록, 실행·습관, 소통·관계","영상은 파인만 학습법을 주제 선택, 설명문 작성, 다시 배우기, 재정리의 반복으로 소개한다.",02-learning.md#sQYQgiHVyAM
"학습, 배움",2,Vl7K_kqvFiU,배우는 즉시 내 것으로 만드는 3가지 방법,돈공-돈버는공식,https://www.youtube.com/watch?v=Vl7K_kqvFiU,자막 기반 요약·품질 주의,예,ko,자동,"학습·기록, 실행·습관",배운 지식을 즉시 활용하는 피드백 루프를 구축하여 학습 효율을 극대화하는 실전 전략을 제시합니다.,02-learning.md#Vl7K_kqvFiU
"학습, 배움",3,vNO7YfQF8-o,나이 들수록 뇌를 더 빠르게 쓸 수 있는 방법,돈공-돈버는공식,https://www.youtube.com/watch?v=vNO7YfQF8-o,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 건강, 실행·습관","성인 뇌의 가소성도 어린 시절만큼 활발해질 수 있으며, 특정 인식에 집중할 때 분비되는 아세틸콜린이 뇌의 변화를 이끕니다.",02-learning.md#vNO7YfQF8-o
"학습, 배움",4,hehPTOmn6vE,해외에서 난리난 공부법 (드디어 번역),민팍의 마음너머,https://www.youtube.com/watch?v=hehPTOmn6vE,자막 기반 요약,예,en,자동,"학습·기록, 실행·습관",효율적인 공부를 위해서는 25~30분 집중 후 짧은 휴식을 취하며 뇌를 재충전하는 것이 필수적입니다.,02-learning.md#hehPTOmn6vE
"학습, 배움",5,Hq8wPiPiOx8,"노력한 만큼 결과가 안나온다면, 당장 이 영상을 보셔야 합니다. | 학습법 | 자기계발 | 공부",북토크,https://www.youtube.com/watch?v=Hq8wPiPiOx8,자막 기반 요약,예,ko,자동,"학습·기록, 실행·습관",단순히 반복해서 읽는 수동적 학습에서 벗어나 뇌를 효율적으로 활용하는 진짜 공부법을 익혀야 합니다.,02-learning.md#Hq8wPiPiOx8
"학습, 배움",6,C87fr5Q12aY,"4000만 열광한 공부법 “적게 공부하고, 영리하게 공부하라“",잭스파이어 Jackspire,https://www.youtube.com/watch?v=C87fr5Q12aY,자막 기반 요약,예,en,자동,"학습·기록, 건강",효율적인 공부는 단순히 시간을 많이 투자하는 것이 아니라 뇌의 집중력을 유지하고 개념을 깊이 이해하는 전략에 달려 있습니다.,02-learning.md#C87fr5Q12aY
"학습, 배움",7,ZcFY-7UYuEA,단기간에 암기를 잘하는 법 | 7개월만에 의대 합격한 비법 (feat. 장기기억 강화),닥터시바하우스 / Dr. shiba house,https://www.youtube.com/watch?v=ZcFY-7UYuEA,자막 기반 요약,예,ko,자동,"학습·기록, 실행·습관","암기는 정보를 입력하는 것이 아니라 뇌에서 끄집어내는 인출 과정이며, 이 반복적 자극이 단기 기억을 장기 기억으로 전환합니다.",02-learning.md#ZcFY-7UYuEA
"학습, 배움",8,pEs-XsVUGKM,[#유퀴즈온더블럭] 서울대 교수님이 직접 알려주는 서울대생 공부법📚 교수님의 팩폭으로 얼떨결에 과거 사찰당한 유재석X조세호ㅋㅋ😂 | #Diggle #갓구운클립,tvN D ENT,https://www.youtube.com/watch?v=pEs-XsVUGKM,자막 기반 요약,예,ko,자동,"학습·기록, 회복·감정, 기타",서울대 교수와 의대생이 출연하여 절대적인 시간 투자와 엉덩이의 힘을 강조하는 서울대식 공부 비결을 공개합니다.,02-learning.md#pEs-XsVUGKM
"학습, 배움",9,vnDaHldRKu4,이 3가지만 기억하세요. 지금보다 무조건 똑똑해질 수 있습니다 (박문호 뇌과학자),스터디언,https://www.youtube.com/watch?v=vnDaHldRKu4,자막 기반 요약,예,ko,자동,"학습·기록, 기타","박문호 박사는 지식을 효율적으로 습득하고 고도화하기 위한 세 가지 핵심 프레임으로 대칭화, 모듈화, 순서화를 제시합니다.",02-learning.md#vnDaHldRKu4
"학습, 배움",10,o8x6ulAe6Xg,책이 통째로 외워지는 공부법. 9개월 만에 사법고시 합격한 이윤규 변호사의 공부 비법 대공개!,김교수의 세 가지,https://www.youtube.com/watch?v=o8x6ulAe6Xg,자막 기반 요약,예,ko,자동,"학습·기록, 실행·습관",이윤규 변호사는 책의 전체적인 형상을 먼저 파악하고 저자와 소통하며 질문을 던지는 효율적인 회독 공부법을 강조합니다.,02-learning.md#o8x6ulAe6Xg
"학습, 배움",11,wxbsWdGudcY,"이 2가지를 깨닫기 전까진, 절대 포기하면 안됩니다.",범작가,https://www.youtube.com/watch?v=wxbsWdGudcY,자막 기반 요약,예,ko,자동,"실행·습관, 학습·기록",목표 달성을 위해 자신감과 실행력을 넘어 본질을 꿰뚫는 통찰력과 자만하지 않는 본질 강화의 과정이 필수적입니다.,02-learning.md#wxbsWdGudcY
"학습, 배움",12,FN27nl62SVU,부자가 될 20대들이 알아야하는 3가지,민팍의 마음너머,https://www.youtube.com/watch?v=FN27nl62SVU,자막 기반 요약,예,ko,자동,"실행·습관, 사업·브랜딩",부자가 되기 위해 20대에는 미래 목표와 연결된 자기 투자를 통해 몸값을 높이고 실패를 두려워하지 않는 태도를 가져야 합니다.,02-learning.md#FN27nl62SVU
"학습, 배움",13,fMyHGqQd804,저는 이 공부법으로 의사가 되었습니다. 딱 2주만 따라하시면 됩니다.,이상욱의 진료실 밖 처방전,https://www.youtube.com/watch?v=fMyHGqQd804,자막 기반 요약,예,ko,수동,"학습·기록, 실행·습관",1-4-7-14-30 주기로 반복 복습하여 학습 내용을 장기 기억으로 전환하는 효율적인 공부 전략을 제시합니다.,02-learning.md#fMyHGqQd804
"학습, 배움",14,qrpyswoATQ8,천재들이 어려운 개념을 빠르게 배우는 학습법,노마드 코더 Nomad Coders,https://www.youtube.com/watch?v=qrpyswoATQ8,자막 기반 요약,예,en,자동,"학습·기록, 실행·습관",리처드 파인만의 학습법은 복잡한 개념을 아이에게 설명하듯 쉬운 언어로 풀어내며 자신의 지식 공백을 찾아내는 기술입니다.,02-learning.md#qrpyswoATQ8
"학습, 배움",15,bbOsoEEQMsM,세계 최고 두뇌 과학자가 찾은 90%가 성공하는 목표설정법,터닝포인트 - 위대한 성공의 시작점,https://www.youtube.com/watch?v=bbOsoEEQMsM,자막 기반 요약,예,ko,자동,"실행·습관, 학습·기록, 건강",앤드류 후보만 교수는 뇌과학적 원리를 활용해 성취율을 높이는 방법으로 단 하나의 도전적인 목표에 집중할 것을 강조합니다.,02-learning.md#bbOsoEEQMsM
"학습, 배움",16,CNrzvdcU9SE,한국에서 발견된 특이한 공부 습관? 서울대가 이 상태라면 더 이상 천재는 없다│해외 한국 교육 반응│다큐프라임│#골라듄다큐,EBSDocumentary (EBS 다큐),https://www.youtube.com/watch?v=CNrzvdcU9SE,자막 기반 요약,예,ko,자동,"학습·기록, 기타",서울대 우등생들이 교수님의 강의를 토씨 하나 틀리지 않고 받아 적어 암기하는 수용적 학습 태도로 높은 학점을 받는 실태를 조명합니다.,02-learning.md#CNrzvdcU9SE
"학습, 배움",17,7ZZdqdlkvik,"당신의 인생을 바꿔 줄 충격적인 역발상 공부법 (공부법, 암기법, 자격증시험)",곽상빈의 천재혁명,https://www.youtube.com/watch?v=7ZZdqdlkvik,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"학습·기록, 실행·습관",곽상빈 변호사는 두꺼운 기본서를 버리고 기출문제부터 공략하는 '역발상 공부법'을 제안합니다.,02-learning.md#7ZZdqdlkvik
"학습, 배움",18,BXHUJExC_eM,할수록 가난해지는 최악의 독서 습관 5,주언규 joo earn gyu,https://www.youtube.com/watch?v=BXHUJExC_eM,자막 기반 요약,예,ko,자동,"실행·습관, 학습·기록",독서가 성공으로 연결되려면 다독보다 내용을 삶에 적용하는 구체적인 전략과 실행이 필수적입니다.,02-learning.md#BXHUJExC_eM
"학습, 배움",19,1msHbPWJpic,언어를 습득하는 유일한 방법,러닝그라운드,https://www.youtube.com/watch?v=1msHbPWJpic,자막 기반 요약,예,en,자동,"학습·기록, 소통·관계, 기타",스티븐 크라센 박사는 언어 습득이 메시지를 이해하는 '이해 가능한 입력'을 통해서만 유일하게 이루어진다고 주장합니다.,02-learning.md#1msHbPWJpic
"학습, 배움",20,H9xM1VxFiAM,"대원외고, 서울대 로스쿨 졸업한 변호사가 말하는 '사소하지만 강력한 인생 꿀팁' (임현서 변호사)",스터디언,https://www.youtube.com/watch?v=H9xM1VxFiAM,자막 기반 요약,예,ko,자동,"실행·습관, 학습·기록, 회복·감정",임현서 변호사는 예측 불가능한 일상에서 세밀한 시간 계획보다 '진공 상태'를 채울 명확한 행동 강령과 준비가 중요하다고 강조합니다.,02-learning.md#H9xM1VxFiAM
"학습, 배움",21,kbkB2aJ0qgY,"""인생 날로 먹지 마"" 대원외고, 서울대 경영, 서울대 로스쿨, 변호사 겸 스타트업 대표 임현서쌤 #찍먹과외 | 연고티비",연고티비,https://www.youtube.com/watch?v=kbkB2aJ0qgY,자막 기반 요약,예,ko,확인 안 됨,"실행·습관, 학습·기록, 사업·브랜딩",임현서 변호사는 시험의 목적에 부합하는 효율적인 공부 전략과 위기감을 동력으로 삼는 철저한 자기관리법을 제시합니다.,02-learning.md#kbkB2aJ0qgY
"학습, 배움",22,MNnTEHv9jgw,뇌과학이 말하는 「빨리 배우는 가장 게으른 방법」,심리학 고양이,https://www.youtube.com/watch?v=MNnTEHv9jgw,자막 기반 요약,예,ko,자동,"학습·기록, 건강, 기타","뇌과학적으로 효율적인 학습은 무작정 오래 공부하는 것이 아니라, 뇌가 정보를 고착화할 수 있도록 적절한 휴식과 교차 학습을 병행하는 것입니다.",02-learning.md#MNnTEHv9jgw
"학습, 배움",23,3NSkk31vFbU,Why I'm able to study 4 hours with NO breaks (how to stay productive),Kharma Medic,https://www.youtube.com/watch?v=3NSkk31vFbU,자막 기반 요약,예,en,수동,"실행·습관, 학습·기록",의대생 유튜버 Nasir가 4시간 동안 휴식 없이 집중하는 공부법과 그 효율성을 설명합니다.,02-learning.md#3NSkk31vFbU
"학습, 배움",24,IDB_3S1ezsc,My Biggest Studying Mistake - The Feynman Technique,Zach Highley,https://www.youtube.com/watch?v=IDB_3S1ezsc,자막 기반 요약,예,en,수동,"실행·습관, 학습·기록",파인만 기법은 복잡한 개념을 어린아이에게 설명하듯 단순화하여 자신의 이해도를 높이는 강력한 학습법입니다.,02-learning.md#IDB_3S1ezsc
"학습, 배움",25,WrEoKuNRgLU,"억대 연봉 구글 임원이 말하는, 1살이라도 어릴 때 알아야.. 앞서가는 것들 (MZ 직장인, 프리랜서 꼭 보세요)",커밍쏜,https://www.youtube.com/watch?v=WrEoKuNRgLU,자막 기반 요약,예,ko,자동,"실행·습관, 사업·브랜딩, 소통·관계","구글 임원 출신 로이스는 성공을 위해 체력, 영어, 네트워크라는 세 가지 핵심 자산을 구축할 것을 강조합니다.",02-learning.md#WrEoKuNRgLU
"학습, 배움",26,ny9tWhuTRoM,2백만 달러 짜리 발상전환🤑,미엠지 Me:MZ,https://www.youtube.com/watch?v=ny9tWhuTRoM,자막 기반 요약,예,en,확인 안 됨,"사업·브랜딩, 기타",엘리베이터 속도 문제에 대해 기술적 해결 대신 거울을 설치하여 대기 시간의 지루함을 해소한 사례를 소개합니다.,02-learning.md#ny9tWhuTRoM
"학습, 배움",27,0ytXUIWS4P4,대부분의 사람들이 이걸 몰라서 부자가 되지 못해요 | 되더라 - 현우진 | 공부자극 | 동기부여 | bgm 제거 버전,오늘의글,https://www.youtube.com/watch?v=0ytXUIWS4P4,자막 기반 요약,예,ko,자동,"실행·습관, 학습·기록, 동기부여","현우진 강사는 공부의 성패가 재능과 노력의 결합에 달려 있으며, 압도적인 성과를 위해선 높은 기준과 막대한 인풋이 필수라고 강조합니다.",02-learning.md#0ytXUIWS4P4
"학습, 배움",28,HTLJg2Bk_BA,한국사 일타강사 최태성 마인드,아는형님 Knowingbros,https://www.youtube.com/watch?v=HTLJg2Bk_BA,자막 기반 요약,예,ko,확인 안 됨,"실행·습관, 사업·브랜딩, 소통·관계",최태성 강사는 가난 때문에 자신의 강의를 듣는다는 학생의 댓글을 보고 큰 책임감을 느꼈다고 회상합니다.,02-learning.md#HTLJg2Bk_BA
"학습, 배움",29,zf1QQRU_4FA,The BEST Study Routine for Students (Improve Focus),The Weekly Growth,https://www.youtube.com/watch?v=zf1QQRU_4FA,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 건강",이 영상은 번아웃을 방지하고 집중력을 극대화하는 효율적인 학습 루틴을 제안합니다.,02-learning.md#zf1QQRU_4FA
"학습, 배움",30,Wh1YReojzlk,서울대 뚫어버리는 공부법 1가지,전교 1등 재헌이,https://www.youtube.com/watch?v=Wh1YReojzlk,자막 기반 요약,예,ko,확인 안 됨,"학습·기록, 공부법",서울대 출신 강사가 하위권 학생들을 위해 1등급을 달성할 수 있는 '아웃풋 공부법'을 소개합니다.,02-learning.md#Wh1YReojzlk
